Example Product Name,Product Details
Product28, Used Chromebook in Good Condition C720 Lightweight Laptop Computer 11.6 inches 4GB RAM 16GB eMMC - Celeron 2955U Ultra-Light Design Chrome OS Online Class  4.0 out of 5 stars 10  Personal Computers $161.45$161.45  Ships to Turkey
Product29," SAMSUNG Galaxy Chromebook 13.3"" UHD AMOLED - HD Intel Core I-5 Processor (256GB Storage, 8GB RAM) - 2020 Model - US Warranty - Fiesta Red - XE930QCA-K01US  4.2 out of 5 stars 182  Red $745.49$745.49 $999.99$999.99  Ships to TurkeyIn stock on May 27, 2021.Price may vary by color"
Product30, SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  HAOQIN HaoBook106 10.1 inch 2-in-1 Laptop Computer Touchscreen with Detachable Keyboard Intel Atom 2GB RAM 32GB ROM HD IPS Display Windows 10 Black  3.5 out of 5 stars 68  Personal Computers $189.99$189.99 $209.99$209.99  Ships to Turkey
Product31, SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Laptop Computer 14 inch Windows 10 Notebook PC - HAOQIN HaoBook140 Intel Celeron N3350 6GB DDR RAM 128GB SSD FHD IPS Display 5.0GHz WiFi Bluetooth 4.2 HDMI Pink  3.8 out of 5 stars 262  Personal Computers $269.99$269.99 $289.99$289.99  Ships to Turkey
Product32," SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  2 in 1 Laptop, WINNOVO TaBook, 13.3 Inch Touchscreen Laptop, Detachable Keyboard, Intel Celeron Quad Core Processor, 4GB RAM, 64GB ROM, 1920x1080 FHD IPS Display, Windows 10 S, 5G WiFi, HDMI(Grey)  Personal Computers $329.00$329.00  $50.00 coupon applied at checkoutSave $50.00  with coupon Ships to TurkeyOnly 15 left in stock - order soon."
Product0,"

MICROSOFT Surface Laptop 3 - 15"" - CORE I5 1035G7 - 8 GB RAM - 128 GB SSD  4.5 out of 5 stars 30  Personal Computers $1,079.99$1,079.99  Ships to Turkey

"
Product1,"

2020 Newest Lenovo IdeaPad 3 15"" Laptop, AMD Ryzen 5 3500U Quad-Core Processor, 8GB Memory, 256GB Solid State Drive, Windows 10, Abyss Blue, 81W1009DUS (Google Classroom Compatible)  4.5 out of 5 stars 63  Personal Computers 

"
Product2,"

ASUS ZenBook 13 Ultra-Slim Laptop, 13.3” OLED FHD NanoEdge Bezel Display, Intel Core i7-1165G7, 16GB LPDDR4X RAM, 512GB SSD, NumberPad, Thunderbolt 4, Wi-Fi 6, Windows 10 Pro- Pine Grey, UX325EA-XS74  4.4 out of 5 stars 340  Personal Computers $1,097.00$1,097.00  Ships to Turkey

"
Product3,"

2021 Newest Dell Inspiron 15 3000 Series 3593 Laptop, 15.6"" HD Non-Touch, 10th Gen Intel Core i5-1035G1 Quad-Core Processor, 16GB RAM, 512GB SSD + 1TB HDD, Wi-Fi, Webcam, HDMI, Windows 10 Home, Black  4.4 out of 5 stars 281  Personal Computers $749.00$749.00  Ships to TurkeyOnly 11 left in stock - order soon.

"
Product4,"

Jumper Touchscreen Laptop, 11.6 inch Full HD Small Laptop, 6GB RAM, 128GB eMMC 360 Degree Convertible Tablet PC Windows 10 Ultrabook PC Intel Celeron Quad Core Processor  4.0 out of 5 stars 681  Personal Computers $304.00$304.00 $334.00$334.00  Ships to TurkeyMore Buying Choices$269.38(3 used & new offers) 

"
Product5,"

ASUS ZenBook 15 Ultra-Slim Laptop, 15”FHD Touch Display, Intel Core i7-10750H, GeForce GTX 1650 Ti, 16GB RAM, 1TB SSD, Innovative ScreenPad 2.0, Thunderbolt 3, Windows 10 Pro, Pine Grey, UX535LI-XH77T  3.1 out of 5 stars 3  Personal Computers $1,449.00$1,449.00  Ships to Turkey

"
Product6,"

2020 Lenovo IdeaPad 3 15.6"" Full HD Laptop, AMD Ryzen 5 3500U Quad-Core Processor, 8GB Memory, 256GB SSD, Vega 8 Graphics, Webcam, WiFi, Windows 10, Almond, Google Classroom Compatible  4.5 out of 5 stars 20  Personal Computers $487.96$487.96  Ships to TurkeyOnly 13 left in stock - order soon.More Buying Choices$428.55(31 used & new offers) 

"
Product7,"

HP Chromebook 14 Laptop, Dual-core Intel Celeron Processor N3350, 4 GB RAM, 32 GB eMMC Storage, 14-inch FHD IPS Display, Google Chrome OS, Dual Speakers and Audio by B&O (14-ca051nr, 2020)  4.5 out of 5 stars 90  Personal Computers $279.00$279.00  Only 1 left in stock - order soon.

"
Product8,"

Windows Laptop Computer 15.6 inch, 8GB RAM 128GB M.2 SSD Windows 10 Pro PC Laptops, Intel Celeron J4155 Quad Core Notebook, Support 5G WiFi, Mini HDMI Webcam, Grey  3.7 out of 5 stars 8  Personal Computers 

"
Product9,"

2021 Latest Dell Inspiron 5000 Series 5502 15.6"" FHD Laptop 11th Gen Intel Quad-Core i7-1165G7 16GB RAM 512GB SSD Backlit Keyboard FP Reader Webcam USB-C Windows 10 Silver LPT Cloth  3.8 out of 5 stars 8  Personal Computers $929.99$929.99  Ships to TurkeyOnly 13 left in stock - order soon.

"
Product10,"

CHUWI HeroBook Pro Windows 10 Laptop Computer, 14.1” 1920x1080 FHD IPS Display, 8G RAM 256GB SSD with Intel Gmini Lake N4020, Thin and Lightweight Notebook for Work, Learning and Entertainment  4.0 out of 5 stars 749  Personal Computers $359.00$359.00  Ships to TurkeyMore Buying Choices$318.26(2 used & new offers) 

"
Product11,"

Asus C423NA Chromebook 14"" HD Laptop (Intel Dual Core Celeron Processor N3350, 4GB DDR4 RAM, 64GB SSD) Webcam, WiFi, Bluetooth, Type-C, Google Chrome OS - Silver (Renewed)  4.1 out of 5 stars 542  Personal Computers $199.99$199.99  Ships to TurkeyMore Buying Choices$189.00(11 new offers) 

"
Product12,"

MSI GE75 Raider Gaming 10th gen i7-10750H 16GB RAM 512GB SSD+1TB HDD RTX2060 6GB 17.3-FHD 144Hz (Windows 10 Home)  4.6 out of 5 stars 128  Personal Computers $1,379.99$1,379.99  Ships to TurkeyOnly 7 left in stock - order soon.More Buying Choices$1,279.00(20 used & new offers) 

"
Product13,"

ASUS VivoBook S15 S533 Thin and Light Laptop, 15.6” FHD Display, Intel Core i7-1165G7 CPU, 16GB DDR4 RAM, 512GB PCIe SSD, Fingerprint Reader, Wi-Fi 6, Windows 10 Home, Dreamy White, S533EA-DH74-WH  4.5 out of 5 stars 108  Dreamy White $879.99$879.99  Ships to TurkeyIn stock on June 2, 2021.More Buying Choices$647.06(6 used & new offers) 

"
Product14,"

ASUS TUF FX505DT Gaming Laptop- 15.6"", 120Hz Full HD, AMD Ryzen 5 R5-3550H Processor, GeForce GTX 1650 Graphics, 8GB DDR4, 256GB PCIe SSD, RGB Keyboard, Windows 10 64-bit - FX505DT-AH51  4.5 out of 5 stars 2,419  Personal Computers 

"
Product15,"

BMAX Y13 13.3"" 2 in 1 Convertible Laptop, FHD(1920 x 1080) Touchscreen , 8GB DDR4, 256GB SSD, Intel Quad Core N4120, WiFi, Bluetooth, USB-C, Windows 10, Thin and Light All-Metal Body  4.2 out of 5 stars 55  Personal Computers $405.00$405.00  Ships to Turkey

"
Product16,"

Dell Latitude 7480 Business-Class Laptop | 14.0 inch FHD Touch Display | Intel Core 7th Generation i7-7600 | 16 GB DDR4 | 512 GB PCIe M.2 NVMe SSD | Windows 10 Pro (Renewed)  4.0 out of 5 stars 73  Personal Computers $599.99$599.99 $1,990.00$1,990.00  Ships to TurkeyOnly 1 left in stock - order soon.

"
Product17,"

2020 Newest HP 14 Inch Premium Laptop, AMD Athlon Silver 3050U up to 3.2 GHz(Beat i5-7200U), 8GB DDR4 RAM, 128GB SSD, Bluetooth, Webcam,WiFi,Type-C, HDMI, Windows 10 S, Black + Laser HDMI  4.4 out of 5 stars 243  Personal Computers $399.00$399.00  Ships to TurkeyMore Buying Choices$349.00(3 used & new offers) 

"
Product18,"

2021 HP Stream 14"" HD Laptop Light-Weight, Intel N4020 (Up tp 2.8GHz), 4GB RAM, 64GB eMMC, 1 Year Office 365, Webcam, HDMI, Google Classroom or Zoom Compatible, w/64GB SD Card+Ghost Manta Accessories  4.4 out of 5 stars 300  Personal Computers $349.00$349.00  Ships to Turkey

"
Product19,"

ASUS ZenBook Flip 13 Ultra Slim Convertible Laptop, 13.3” OLED FHD Touch Display, Intel Evo Platform - Core i7-1165G7 Processor, Iris Xe, 16GB RAM, 512GB SSD, Windows 10 Pro, Pine Grey, UX363EA-XH71T  4.3 out of 5 stars 17  Personal Computers $1,199.00$1,199.00  Ships to TurkeyMore Buying Choices$1,002.32(18 used & new offers) 

"
Product20,"

Latest_Dell XPS 13.3"" FHD InfinityEdge Display Laptop, 10th Gen Intel i7-10510U Processor , 8GB RAM, 512GB SSD, Wireless+Bluetooth, Backlit Keyboard, Fingerprint Reader, HDMI，Window 10  3.7 out of 5 stars 12  Personal Computers $945.00$945.00  Ships to TurkeyMore Buying Choices$848.00(15 used & new offers) 

"
Product21,"

ASUS ZenBook S Ultra Slim Laptop, 13.9” 3300x2200 3:2 500nits Touch Display, Intel Evo Platform - Core i7-1165G7 CPU, 16GB RAM, 1TB SSD, Thunderbolt 4, TPM, Windows 10 Pro, Jade Black, UX393EA-XB77T  3.9 out of 5 stars 11  Personal Computers $1,590.99$1,590.99 $1,699.99$1,699.99  Save $141.00 at checkoutShips to TurkeyMore Buying Choices$1,424.99(22 new offers) 

"
Product22,"

HP Spectre x360 GEM Cut 13.3"" FHD Touch Laptop, Intel i7-1065G7, 16GB RAM, 512GB SSD, Bang & Olufsen, Fingerprint Reader, HP Stylus, Nightfall Black, Win 10 Home, 64GB TechWarehouse Flash Drive  4.6 out of 5 stars 103  Personal Computers $1,299.00$1,299.00  

"
Product23,"

2021 Premium HP Stream 11 Laptop Computer 11.6"" HD WLED Anti-Glare Intel Celeron Processor N4000 4GB RAM 32GB eMMC Office 365 for 1 Year USB-C WiFi Win10 + iCarp HDMI Cable  4.3 out of 5 stars 177  White $349.00$349.00  More Buying Choices$239.00(4 used & new offers) Also available in Blue

"
Product0," HP 15-dy1036nr 10th Gen Intel Core i5-1035G1, 15.6-Inch FHD Laptop, Natural Silver  4.5 out of 5 stars 2,259  Personal Computers "
Product1, Dell Latitude 7480 14in FHD i5-6300U 16GB 256GB SSD Webcam Backlit Keyboard Black (Renewed)  4.0 out of 5 stars 97  Personal Computers $434.00$434.00  Ships to TurkeyMore Buying Choices$379.99(11 new offers) 
Product2," Apple MacBook Air (13-inch, 8GB RAM, 256GB SSD Storage) - Space Gray (2020 model) (Renewed)  4.5 out of 5 stars 73  Personal Computers $799.99$799.99  Ships to TurkeyOnly 1 left in stock - order soon.More Buying Choices$779.99(6 new offers) "
Product3," ASUS VivoBook 15.6"" FHD Touchscreen Notebook - Intel Core i5-1035G1 1.0GHz - 8GB RAM 256GB PCIe SSD - Webcam - Windows 10 Home, Black  3.9 out of 5 stars 35  Personal Computers $554.99$554.99  Ships to TurkeyOnly 1 left in stock - order soon.More Buying Choices$498.00(36 used & new offers) "
Product4," Acer Swift 3 Intel Evo Thin & Light Laptop, 14"" Full HD, Intel Core i7-1165G7, Intel Iris Xe Graphics, 8GB LPDDR4X, 256GB NVMe SSD, Wi-Fi 6, Fingerprint Reader, Back-lit KB, SF314-59-75QC  4.1 out of 5 stars 113  Personal Computers $754.22$754.22 $849.99$849.99  Ships to TurkeyMore Buying Choices$741.39(8 new offers) "
Product5," HP 15 Laptop, AMD Ryzen 3 3250U Processor, 8 GB RAM, 256 GB SSD Storage, 15.6-inch HD Micro-Edge Display, Windows 10 Home, Long-Lasting Battery, HP Fast Charge, 720p Webcam (15-ef1021nr, 2020)  4.6 out of 5 stars 480  Personal Computers $529.99$529.99  Ships to TurkeyOnly 2 left in stock - order soon.More Buying Choices$439.00(14 used & new offers) "
Product6, 2020 HP 15.6'' HD LED Display Intel Pentium Gold 6405U 4GB DDR4 RAM 500GB HDD Windows 10 Scarlet Red  4.1 out of 5 stars 277  Personal Computers 
Product7," Lenovo IdeaPad 5 Laptop: 10th Gen Core i5-1035G1, 16GB RAM, 512GB SSD, 15.6"" Full HD IPS Touchscreen  4.6 out of 5 stars 199  Personal Computers $789.99$789.99 $899.99$899.99  Only 12 left in stock - order soon.More Buying Choices$579.00(13 used & new offers) "
Product8," 2021 New BiTECOOL NesBook Windows 10 Laptop, 15.6 inches Full HD IPS Display, Intel Celeron J4115 Quad Core, 8GB RAM and 256GB SSD, Expandable up to 1TB, Full Size Keyboard, Slim (Notebook only)  4.3 out of 5 stars 15  Personal Computers $359.99$359.99  Ships to Turkey"
Product9, Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black  4.5 out of 5 stars 230  Personal Computers $706.90$706.90  Ships to TurkeyMore Buying Choices$629.00(32 used & new offers) 
Product10," New_Lenovo IdeaPad 3 14 Inch FHD, Intel Core i5 Laptop PC for Student Business, 8GB RAM, 512GB SSD, Webcam, WiFi, Bluetooth, HDMI, Upto 9Hrs Battery Life, Microphones, Win 10, 1-Week AimCare Support  4.7 out of 5 stars 52  Personal Computers $569.00$569.00  Ships to TurkeyOnly 14 left in stock - order soon.More Buying Choices$499.00(4 used & new offers) "
Product11, Dell Latitude 7480 14in FHD Laptop PC - Intel Core i7-6600U 2.6GHz 16GB 512GB SSD Windows 10 Professional (Renewed)  4.0 out of 5 stars 64  Personal Computers $599.00$599.00  Ships to TurkeyOnly 1 left in stock - order soon.More Buying Choices$588.00(8 new offers) 
Product12," HP 17.3"" Non-Touch Laptop Intel 10th Gen i5-1035G1, 1TB Hard Drive, 12GB Memory, DVD Writer, Backlit Keyboard, Windows 10 Home Silver  4.6 out of 5 stars 122  Personal Computers $744.88$744.88  Ships to TurkeyOnly 18 left in stock - order soon.More Buying Choices$517.00(19 used & new offers) "
Product13," Lenovo Chromebook S330 14in Laptop Computer, Mediatek MT8173C up to 1.7 Ghz, 4GB RAM, 32GB eMMC SSD, Bluetooth, HDMI, USB-C, SD Card Reader, Chrome OS, Black (Renewed)  4.2 out of 5 stars 260  Personal Computers $192.99$192.99  Ships to Turkey"
Product14," LG Gram Laptop - 15.6"" Full HD IPS , Intel 10th Gen Core i5-1035G7 CPU, 8GB RAM, 256GB M.2 MVMe SSD, 18.5 Hours Battery, Thunderbolt 3 - 15Z90N (2020)  4.3 out of 5 stars 147  Personal Computers "
Product15," Lenovo ThinkPad E15 15.6"" Laptop: Intel 10th Gen i7-10510U 4-Core, 16GB RAM, 512GB NVMe SSD, 15.6"" FHD 1920x1080 IPS Screen, Fingerprint, Win 10 Pro, Black  4.4 out of 5 stars 23  Personal Computers $1,399.00$1,399.00  In stock on May 23, 2021.More Buying Choices$1,220.00(5 new offers)  Climate Pledge FriendlySee 1 certificationWe’ve made it easier to discover products with sustainability certifications, as part of our commitment to help preserve the natural world. Time is fleeting. Learn more PRODUCT CERTIFICATION (1) EPEAT "
Product16, Lenovo Ideapad 3 81WA00B1US Intel Pentium Gold 6405U Dual Core Processor 4GB RAM 128GB Solid State Drive HD LED Backlit Anti-Glare Display  4.5 out of 5 stars 154  Personal Computers $314.80$314.80  Ships to TurkeyMore Buying Choices$238.00(26 used & new offers) 
Product17," Lenovo Chromebook Flex 3, 2-in-1, 11.6"" Touch Screen, MT8173  4.6 out of 5 stars 413  Electronics $233.00$233.00  Ships to TurkeyMore Buying Choices$165.69(87 used & new offers) "
Product18," Samsung Chromebook 4 Chrome OS 11.6"" HD Intel Celeron Processor N4000 4GB RAM 32GB eMMC Gigabit Wi-Fi - XE310XBA-K01US (Renewed)  4.5 out of 5 stars 581  Personal Computers $156.00$156.00 $182.03$182.03  Ships to TurkeyOnly 18 left in stock - order soon."
Product19," ASUS Chromebook Flip C434 2-In-1 Laptop- 14"" Full HD 4-Way NanoEdge Touchscreen, Intel Core M3-8100Y Processor, 8GB RAM, 64GB eMMC Storage, Backlit KB, Chrome OS- C434TA-DS384T Silver  4.4 out of 5 stars 741  Personal Computers $590.97$590.97  Ships to TurkeyOnly 18 left in stock - order soon.More Buying Choices$489.99(35 used & new offers) "
Product20," Lenovo Chromebook Flex 5 13.3"" 2-in-1 Touchscreen, i3-10110  4.3 out of 5 stars 44  Electronics $495.00$495.00  Only 5 left in stock - order soon.More Buying Choices$317.00(17 used & new offers) "
Product21," ASUS VivoBook F412DA 14"" Laptop - AMD Ryzen 5 - 1080p 8GB DDR4 RAM 256GB SATA Solid State Drive Backlit Chiclet Keyboard  4.3 out of 5 stars 38  Personal Computers $492.00$492.00  Ships to TurkeyOnly 1 left in stock - order soon.More Buying Choices$439.00(16 used & new offers) "
Product22," ASUS VivoBook 17.3"" FHD (1920 x1080) Display Laptop PC, AMD Ryzen 7 3700U Processor, 12GB DDR4, 512GB PCIe SSD, Bluetooth, Webcam, HDMI, WiFi, AMD Radeon RX Vega 10 Graphics, Windows 10 Home  4.3 out of 5 stars 107  Personal Computers $751.00$751.00  Ships to TurkeyOnly 5 left in stock - order soon.More Buying Choices$635.00(13 used & new offers) "
Product23," Samsung Chromebook 3, 11.6in, 4GB RAM, 16GB eMMC, Chromebook (XE500C13-K04US) (Renewed)  4.4 out of 5 stars 3,190  Personal Computers $142.95$142.95 $199.99$199.99  Only 18 left in stock - order soon.More Buying Choices$141.99(13 new offers) "
